Loan ID,Customer Name,Customer City,Customer State,Customer Zip,Phone Number,Employment Status,Annual Income,Debt-to-Income %,Credit Score,Credit Tier,Co-Borrower,Dealership,Dealership City,Dealership State,Dealership Zip,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Category,New/Used,Vehicle Price,Down Payment,Trade-In Value,Taxes & Fees,Amount Financed,APR %,Loan Term (Months),Monthly Payment,Funding Date,Loan Purpose,Loan Officer,Loan Status,Delinquent Flag,Charge-Off Flag,Region
NRAF-2024-107056,Jessica Wilson,Smithburgh,MN,16880,(878) 533-9568,Self-Employed,93000.00,13.9,828,Super Prime,No,Golden Gate Honda,San Francisco,CA,94102,2024,Tesla,Model 3,Sedan,New,45400.00,3800.00,0.00,3510.00,45110.00,4.03,84,617.22,3/14/2024,Private Party Purchase,J. Chen,Current,0,0,West
NRAF-2024-107057,Tracey Nguyen,West Gabrielaburgh,VA,82849,(763) 953-2115,Part-Time,68000.00,13.5,623,Nonprime,Yes,Silver State Motors,Las Vegas,NV,89101,2024,Volkswagen,Jetta,Sedan,New,24100.00,1220.00,0.00,1640.00,24520.00,14.34,60,574.87,9/9/2024,Private Party Purchase,P. Okafor,Current,0,0,West
NRAF-2024-107058,Sarah Cooper,Davidsontown,ID,31068,(466) 499-8959,Self-Employed,65000.00,41.6,724,Prime,No,Great Lakes Toyota,Chicago,IL,60601,2021,Chevrolet,Silverado 1500,Truck,Used,28500.00,5290.00,0.00,2430.00,25640.00,6.61,48,609.35,10/5/2024,Used Vehicle Purchase,G. Sorensen,Current,0,0,Midwest
NRAF-2024-107059,Misty Tate,Kellyport,AL,28906,(286) 619-2102,Self-Employed,28000.00,9.3,700,Prime,No,Steel City Chevrolet,Pittsburgh,PA,15201,2023,Chevrolet,Malibu,Sedan,Used,16000.00,210.00,0.00,970.00,16760.00,5.6,48,390.54,11/27/2024,Refinance,L. Reyes,Paid Off,0,0,Northeast
NRAF-2024-107060,Sheila Hooper,Johnton,MT,73107,(553) 360-5369,Military,59000.00,41.7,762,Prime,No,Pacific Coast Nissan,San Diego,CA,92101,2023,Mazda,CX-5,SUV,Used,22600.00,2710.00,0.00,1600.00,21490.00,6.11,72,357.27,5/27/2024,Used Vehicle Purchase,E. Whitmore,Current,0,0,West
NRAF-2024-107061,Debra Mercer,Clarkport,TN,83499,(302) 385-4514,Retired,86000.00,37.3,844,Super Prime,No,Bluff Street Toyota,St. George,UT,84770,2024,Mazda,CX-5,SUV,New,30000.00,0.00,0.00,2240.00,32240.00,4.39,66,550.72,4/11/2024,New Vehicle Purchase,D. Nguyen,Current,0,0,West
NRAF-2024-107062,Joshua Jones,Kleinside,WI,66024,(216) 009-0003,Part-Time,59000.00,16.7,738,Prime,Yes,Cactus Wren Chevrolet,Mesa,AZ,85201,2018,Tesla,Model 3,Sedan,Used,26500.00,2920.00,6800.00,2100.00,18880.00,6.71,60,371.27,11/6/2024,Used Vehicle Purchase,M. Alvarez,Current,0,0,West
NRAF-2024-107063,Jose Beard,Hoffmanchester,KY,49512,(253) 839-7469,Retired,27000.00,8.8,327,Deep Subprime,Yes,Big Sky Chevrolet,Billings,MT,59101,2020,Chevrolet,Malibu,Sedan,Used,17500.00,3550.00,0.00,1360.00,15310.00,20.95,72,375.20,3/13/2024,Used Vehicle Purchase,P. Okafor,Paid Off,0,0,West
NRAF-2024-107064,Joshua Woods,Port Kelly,NE,63759,(220) 434-3648,Retired,85000.00,39.7,710,Prime,No,Cascade Ford,Portland,OR,97201,2024,Hyundai,Elantra,Sedan,New,24200.00,3760.00,0.00,1630.00,22070.00,9.23,84,357.67,2/7/2024,Used Vehicle Purchase,K. Osei,Current,0,0,West
NRAF-2024-107065,Andrew Black,Nicholasburgh,DE,57399,(305) 273-4791,Retired,41000.00,41.3,302,Deep Subprime,Yes,Yellowstone Motors,Bozeman,MT,59715,2024,Ford,F-150,Truck,New,50100.00,2450.00,5500.00,4360.00,46510.00,18.33,48,1374.26,8/18/2024,Private Party Purchase,H. Blackwood,Current,0,0,West
NRAF-2024-107066,Hunter Jackson,North Jenna,MA,45529,(493) 707-7442,Military,53000.00,19.2,578,Subprime,No,Cactus Wren Chevrolet,Mesa,AZ,85201,2022,Ford,Mustang,Coupe,Used,27000.00,2630.00,2600.00,1700.00,23470.00,18.23,84,496.46,10/19/2024,Refinance,A. Kowalski,Charged Off,0,1,West
NRAF-2024-107067,Danielle Huber,Reneefort,AL,63411,(371) 037-9571,Part-Time,47000.00,10.7,690,Prime,No,Bluff Street Toyota,St. George,UT,84770,2024,Nissan,Rogue,SUV,New,30200.00,3200.00,0.00,2510.00,29510.00,5.91,48,691.83,5/27/2024,Refinance,H. Blackwood,Current,0,0,West
NRAF-2024-107068,Vincent Craig,South Patricia,NH,08862,(345) 811-6657,Part-Time,104000.00,11.6,747,Prime,No,Sunshine State Toyota,Orlando,FL,32801,2022,Ram,1500,Truck,Used,36900.00,0.00,6900.00,2950.00,32950.00,8.83,75,573.23,7/23/2024,Used Vehicle Purchase,S. Patel,Current,0,0,South
NRAF-2024-107069,Patricia Mejia,Petersenbury,ND,78646,(959) 512-3662,Self-Employed,36000.00,8.4,434,Deep Subprime,No,Steel City Chevrolet,Pittsburgh,PA,15201,2024,Nissan,Rogue,SUV,New,29300.00,0.00,0.00,2590.00,31890.00,19.67,60,839.05,12/17/2024,Private Party Purchase,M. Alvarez,Current,0,0,Northeast
NRAF-2024-107070,Robert Olsen,Garyburgh,WY,15947,(457) 571-5877,Retired,70000.00,22.9,760,Prime,No,Pioneer Auto Sales,Logan,UT,84321,2022,Subaru,Outback,SUV,Used,24100.00,1120.00,0.00,1800.00,24780.00,6.79,75,406.37,7/28/2024,New Vehicle Purchase,J. Chen,Current,0,0,West
NRAF-2024-107071,Ryan Meyers,Smithbury,WV,81378,(174) 126-8318,Military,54000.00,13,626,Nonprime,No,Cascade Ford,Portland,OR,97201,2018,Subaru,Forester,SUV,Used,19800.00,3500.00,0.00,1720.00,18020.00,13.89,84,336.60,8/29/2024,Used Vehicle Purchase,C. Fitzgerald,Current,0,0,West
NRAF-2024-107072,Alexander Parsons,West Erika,NM,05906,(128) 353-1855,Self-Employed,102000.00,35.3,723,Prime,No,Bayou City Kia,Houston,TX,77001,2024,GMC,Sierra 1500,Truck,New,42800.00,7040.00,0.00,3610.00,39370.00,9.5,72,719.47,4/22/2024,New Vehicle Purchase,L. Reyes,Paid Off,0,0,South
NRAF-2024-107073,Mary Phelps,West Ian,VA,95196,(382) 484-3580,Part-Time,44000.00,36.9,620,Nonprime,No,Redwood Ford,West Valley City,UT,84119,2024,Ford,Mustang,Coupe,New,32900.00,4580.00,10500.00,2960.00,20780.00,10.7,60,448.70,3/15/2024,Private Party Purchase,S. Patel,Current,0,0,West
NRAF-2024-107074,Jamie Johnson,Lake Rebecca,MH,01402,(128) 094-7934,Full-Time,87000.00,36.1,682,Prime,No,Bluff Street Toyota,St. George,UT,84770,2018,Toyota,Camry,Sedan,Used,18300.00,1510.00,0.00,1530.00,18320.00,7.35,60,365.79,6/2/2024,Used Vehicle Purchase,L. Reyes,Current,0,0,West
NRAF-2024-107075,Jeremy Molina,Christianton,PW,90732,(526) 373-0235,Retired,58000.00,35,681,Prime,No,Summit Motors,Salt Lake City,UT,84101,2024,Jeep,Grand Cherokee,SUV,New,49700.00,4560.00,1800.00,4370.00,47710.00,7.67,72,828.84,4/18/2024,Private Party Purchase,C. Fitzgerald,Current,0,0,West
NRAF-2024-107076,Brandon Martin,Lake Jimmy,PR,12073,(702) 984-1509,Retired,67000.00,13,681,Prime,Yes,Buckeye Auto Sales,Columbus,OH,43201,2021,Toyota,Tacoma,Truck,Used,29800.00,5800.00,0.00,2450.00,26450.00,7.73,48,642.37,1/2/2024,Lease Buyout,H. Blackwood,Current,0,0,Midwest
NRAF-2024-107077,Walter Adams,Randyburgh,OH,58527,(992) 016-0140,Military,71000.00,27.2,756,Prime,No,Bluebonnet Ford,Austin,TX,78701,2024,Toyota,Corolla,Sedan,New,23700.00,4130.00,3900.00,1880.00,17550.00,7.14,72,300.39,9/30/2024,Lease Buyout,A. Kowalski,Current,0,0,South
NRAF-2024-107078,Logan Kelly,North Katie,DE,62501,(232) 326-0917,Retired,68000.00,16.9,767,Prime,Yes,Emerald City Subaru,Seattle,WA,98101,2024,Toyota,Camry,Sedan,New,28300.00,2300.00,0.00,1710.00,27710.00,6.1,84,406.13,3/15/2024,New Vehicle Purchase,K. Osei,Current,0,0,West
NRAF-2024-107079,Brandy Johnston,New Darren,VI,28945,(25) 482-9746,Military,41000.00,32,604,Nonprime,Yes,Mile High Subaru,Denver,CO,80201,2019,Chevrolet,Silverado 1500,Truck,Used,22800.00,6440.00,0.00,1540.00,17900.00,10.02,72,331.79,6/5/2024,Refinance,T. Whitfield,Delinquent 30,1,0,West
NRAF-2024-107080,Alyssa Burton,Port Sharon,GA,32545,(301) 135-9922,Part-Time,100000.00,29,783,Super Prime,No,Timpanogos Honda,Orem,UT,84057,2024,Chevrolet,Silverado 1500,Truck,Used,32400.00,4430.00,3000.00,1980.00,26950.00,4.75,75,416.01,2/9/2024,Refinance,R. Thompson,Current,0,0,West
NRAF-2024-107081,Justin Reyes,Tiffanymouth,TN,37229,(354) 036-2408,Full-Time,30000.00,33.9,572,Subprime,No,Prairie Wind Chevrolet,Omaha,NE,68101,2023,BMW,3 Series,Sedan,Used,25500.00,3660.00,0.00,2120.00,23960.00,14.46,60,563.24,11/3/2024,Used Vehicle Purchase,J. Chen,Current,0,0,Midwest
NRAF-2024-107082,Edward Martin,West Lorrainetown,OH,32045,(143) 100-8224,Military,42000.00,15.7,659,Nonprime,No,Rio Grande Auto Plaza,Albuquerque,NM,87101,2024,GMC,Sierra 1500,Truck,New,41700.00,6610.00,0.00,3100.00,38190.00,11.54,72,737.52,10/4/2024,New Vehicle Purchase,C. Fitzgerald,Current,0,0,West
NRAF-2024-107083,Tiffany Ryan,Perryview,NE,67468,(873) 844-5149,Military,54000.00,13.5,687,Prime,No,Yellowstone Motors,Bozeman,MT,59715,2024,Subaru,Forester,SUV,Used,21800.00,4720.00,0.00,1650.00,18730.00,9.25,60,391.08,6/29/2024,Lease Buyout,M. Alvarez,Current,0,0,West
NRAF-2024-107084,Michael Robinson,New Charlesport,PR,89334,(697) 124-4433,Retired,72000.00,36.5,757,Prime,No,Silver State Motors,Las Vegas,NV,89101,2021,Nissan,Altima,Sedan,Used,17900.00,1520.00,0.00,1130.00,17510.00,6.13,48,412.27,5/27/2024,Used Vehicle Purchase,H. Blackwood,Current,0,0,West
NRAF-2024-107085,Dennis Blanchard,South David,OR,42161,(627) 158-8296,Full-Time,76000.00,27.9,621,Nonprime,No,Twin Cities Ford,Minneapolis,MN,55401,2021,Hyundai,Tucson,SUV,Used,16400.00,2770.00,0.00,1190.00,14820.00,12.63,72,294.61,12/8/2024,Used Vehicle Purchase,D. Nguyen,Current,0,0,Midwest
NRAF-2024-107086,Laura Taylor,North Kyle,WA,70666,(30) 544-5940,Self-Employed,101000.00,16.4,843,Super Prime,No,Sierra Nevada Toyota,Reno,NV,89501,2020,Honda,Civic,Sedan,Used,15700.00,2360.00,0.00,1350.00,14690.00,5.29,24,646.38,12/2/2024,Used Vehicle Purchase,J. Chen,Current,0,0,West
NRAF-2024-107087,Anthony Brown,South Virginia,ME,12969,(454) 220-3404,Retired,103000.00,18,778,Prime,No,Twin Cities Ford,Minneapolis,MN,55401,2019,Toyota,RAV4,SUV,Used,23700.00,5240.00,0.00,1930.00,20390.00,6.72,48,485.62,11/14/2024,Used Vehicle Purchase,N. Sandoval,Current,0,0,Midwest
NRAF-2024-107088,David Silva,West Eduardotown,AL,77624,#VALUE!,Military,113000.00,31.2,850,Super Prime,No,Canyon View Nissan,Layton,UT,84041,2020,Chevrolet,Equinox,SUV,Used,19600.00,2860.00,0.00,1220.00,17960.00,5.94,48,421.30,12/1/2024,Refinance,S. Patel,Current,0,0,West
NRAF-2024-107089,James Hill,Palmerfort,DE,24225,(47) 894-3928,Military,117000.00,32,767,Prime,No,Canyon View Nissan,Layton,UT,84041,2020,Honda,Civic,Sedan,Used,19300.00,1820.00,0.00,1320.00,18800.00,9.31,75,331.57,9/26/2024,Refinance,D. Nguyen,Current,0,0,West
NRAF-2024-107090,Zachary Gordon,South Robert,ID,99665,(387) 037-5077,Full-Time,105000.00,32.4,814,Super Prime,No,Timpanogos Honda,Orem,UT,84057,2024,Tesla,Model 3,Sedan,New,39000.00,2240.00,0.00,2410.00,39170.00,5.89,60,755.26,3/31/2024,Used Vehicle Purchase,B. Larsen,Current,0,0,West
NRAF-2024-107091,Thomas Ortiz,Lake Sheila,NJ,61231,(117) 626-3789,Retired,64000.00,33.7,598,Subprime,Yes,Steel City Chevrolet,Pittsburgh,PA,15201,2023,Ford,F-150,Truck,Used,37200.00,8140.00,0.00,2490.00,31550.00,18.64,48,937.37,2/3/2024,Used Vehicle Purchase,A. Kowalski,Current,0,0,Northeast
NRAF-2024-107092,Elizabeth Harmon,Waltermouth,ND,36710,(93) 685-1349,Military,59000.00,19,609,Nonprime,Yes,Peach State Chevrolet,Atlanta,GA,30301,2024,Hyundai,Tucson,SUV,New,32100.00,4260.00,0.00,2600.00,30440.00,11.94,63,652.66,1/7/2024,Private Party Purchase,A. Kowalski,Current,0,0,South
NRAF-2024-107093,Crystal Moore,Collinshire,AK,18426,(464) 399-4499,Full-Time,66000.00,33.5,704,Prime,No,Heartland Auto Plaza,Kansas City,MO,64101,2018,Kia,Forte,Sedan,Used,13300.00,1510.00,0.00,980.00,12770.00,5.98,72,211.52,12/19/2024,Used Vehicle Purchase,T. Whitfield,Current,0,0,Midwest
NRAF-2024-107094,Jimmy Lang,Benjaminmouth,ME,87116,(905) 654-6364,Full-Time,84000.00,22,807,Super Prime,No,Great Lakes Toyota,Chicago,IL,60601,2020,Honda,Civic,Sedan,Used,19500.00,220.00,0.00,1350.00,20630.00,5.27,48,477.62,12/21/2024,Used Vehicle Purchase,G. Sorensen,Current,0,0,Midwest
NRAF-2024-107095,Karen Hughes,Laurenshire,AK,73632,(543) 671-0770,Military,52000.00,26.2,314,Deep Subprime,No,Peach State Chevrolet,Atlanta,GA,30301,2024,Nissan,Altima,Sedan,Used,18100.00,1440.00,0.00,1330.00,17990.00,22.37,36,690.49,4/24/2024,Lease Buyout,T. Whitfield,Repossessed,0,1,South
NRAF-2024-107096,Justin Powell,Weaverberg,MO,66973,(466) 589-1238,Self-Employed,47000.00,22.7,564,Subprime,No,Sonoran Kia,Tucson,AZ,85701,2021,Mazda,CX-5,SUV,Used,19900.00,4220.00,0.00,1640.00,17320.00,16.83,60,428.87,4/19/2024,Used Vehicle Purchase,T. Whitfield,Current,0,0,West
NRAF-2024-107097,Jason Harris,Michaelshire,CO,37516,(767) 841-2315,Full-Time,101000.00,30.7,682,Prime,No,Steel City Chevrolet,Pittsburgh,PA,15201,2024,Hyundai,Tucson,SUV,Used,19200.00,5800.00,0.00,1590.00,14990.00,7.41,63,287.94,5/16/2024,Used Vehicle Purchase,T. Whitfield,Current,0,0,Northeast
NRAF-2024-107098,Gregory Ortiz,Boydport,VI,69658,(637) 004-4641,Retired,58000.00,15.8,773,Prime,Yes,Bayou City Kia,Houston,TX,77001,2019,Kia,Forte,Sedan,Used,13200.00,550.00,6600.00,1160.00,7210.00,7.73,48,175.10,1/7/2024,Lease Buyout,E. Whitmore,Current,0,0,South
NRAF-2024-107099,Lauren Mendez,South Tamara,NE,25837,(392) 119-2133,Military,46000.00,30,481,Deep Subprime,Yes,Bayou City Kia,Houston,TX,77001,2024,Volkswagen,Jetta,Sedan,New,24100.00,4600.00,0.00,1700.00,21200.00,21.56,48,662.88,8/22/2024,Lease Buyout,A. Kowalski,Current,0,0,South
NRAF-2024-107100,Jonathan Bauer,Michaelberg,MO,93383,(803) 907-5611,Retired,61000.00,33.7,660,Nonprime,No,Gem State Auto,Boise,ID,83701,2024,Nissan,Rogue,SUV,New,29700.00,2860.00,7700.00,2590.00,21730.00,13.73,75,433.17,7/16/2024,Private Party Purchase,H. Blackwood,Current,0,0,West
NRAF-2024-107101,Vincent Rodriguez,North Robertville,IA,45017,(626) 749-1745,Self-Employed,67000.00,13.3,758,Prime,No,Heartland Auto Plaza,Kansas City,MO,64101,2024,Chevrolet,Equinox,SUV,New,33100.00,1350.00,0.00,2360.00,34110.00,9.48,36,1092.33,10/10/2024,Private Party Purchase,G. Sorensen,Current,0,0,Midwest
NRAF-2024-107102,Kenneth Meadows,Dunlapland,AR,68204,(962) 586-6630,Self-Employed,44000.00,15.3,648,Nonprime,Yes,Carolina Blue Ford,Charlotte,NC,28201,2024,Kia,Forte,Sedan,New,21400.00,3630.00,0.00,1770.00,19540.00,9.33,66,379.62,10/8/2024,New Vehicle Purchase,T. Whitfield,Current,0,0,South
NRAF-2024-107103,Roger Salazar,New Tina,IA,86025,(320) 530-6490,Full-Time,33000.00,27.4,567,Subprime,No,Timpanogos Honda,Orem,UT,84057,2021,Ford,Mustang,Coupe,Used,20100.00,1270.00,0.00,1630.00,20460.00,16.15,36,720.83,9/4/2024,Used Vehicle Purchase,B. Larsen,Current,0,0,West
NRAF-2024-107104,Megan Fitzgerald,Port Danielfurt,MP,55067,(800) 830-2488,Self-Employed,62000.00,38.9,604,Nonprime,No,Prairie Wind Chevrolet,Omaha,NE,68101,2022,Toyota,RAV4,SUV,Used,18300.00,3290.00,9150.00,1250.00,7110.00,12.12,72,139.45,12/16/2024,Used Vehicle Purchase,B. Larsen,Paid Off,0,0,Midwest
NRAF-2024-107105,Andrew Rangel,Natalieborough,WI,75756,(329) 883-3361,Full-Time,77000.00,34.7,624,Nonprime,No,Timpanogos Honda,Orem,UT,84057,2024,Toyota,Corolla,Sedan,New,23400.00,2100.00,0.00,1990.00,23290.00,9.01,63,465.35,4/11/2024,Used Vehicle Purchase,N. Sandoval,Current,0,0,West
NRAF-2024-107106,Alicia Woods,North Jenniferton,OH,11210,(775) 802-1883,Self-Employed,45000.00,41.1,312,Deep Subprime,No,Bluff Street Toyota,St. George,UT,84770,2023,Ford,Escape,SUV,Used,20100.00,460.00,0.00,1610.00,21250.00,18.27,66,512.63,8/9/2024,New Vehicle Purchase,C. Fitzgerald,Current,0,0,West
NRAF-2024-107107,Angela Ward,New Aaronhaven,GA,12443,(513) 191-1769,Full-Time,57000.00,42,616,Nonprime,No,Front Range Ford,Colorado Springs,CO,80901,2018,Kia,Sportage,SUV,Used,14900.00,490.00,0.00,1190.00,15600.00,11.38,72,299.98,1/29/2024,Used Vehicle Purchase,K. Osei,Current,0,0,West
NRAF-2024-107108,Cody Velez,Marcusborough,DC,62475,(679) 935-7017,Full-Time,22000.00,14,512,Subprime,Yes,Buckeye Auto Sales,Columbus,OH,43201,2019,Ford,Escape,SUV,Used,16700.00,1790.00,0.00,1390.00,16300.00,16.91,66,380.98,10/13/2024,Refinance,K. Osei,Current,0,0,Midwest
NRAF-2024-107109,Gregory Lewis,East Samanthashire,AK,79170,(869) 060-1742,Military,53000.00,33.1,600,Subprime,No,Mile High Subaru,Denver,CO,80201,2024,BMW,3 Series,Sedan,New,46300.00,10260.00,7800.00,3640.00,31880.00,17.27,60,796.94,3/25/2024,Used Vehicle Purchase,A. Kowalski,Current,0,0,West
NRAF-2024-107110,Mark Mendez,Ashleeton,VT,28625,(510) 596-2544,Full-Time,73000.00,17.2,770,Prime,No,Heartland Auto Plaza,Kansas City,MO,64101,2020,Mercedes-Benz,C-Class,Sedan,Used,30300.00,1060.00,0.00,2350.00,31590.00,6.62,66,572.35,5/6/2024,Used Vehicle Purchase,L. Reyes,Current,0,0,Midwest
NRAF-2024-107111,Sharon Faulkner,South Katherineport,PW,15795,(848) 014-0809,Part-Time,45000.00,25.6,773,Prime,No,Prairie Wind Chevrolet,Omaha,NE,68101,2024,Tesla,Model 3,Sedan,New,43900.00,4260.00,11900.00,3360.00,31100.00,6.58,72,523.97,2/24/2024,Lease Buyout,D. Nguyen,Current,0,0,Midwest
NRAF-2024-107112,Brian Pearson,South Tina,DE,25083,(754) 505-8080,Part-Time,116000.00,30.2,825,Super Prime,No,Big Sky Chevrolet,Billings,MT,59101,2024,Honda,CR-V,SUV,New,33300.00,4040.00,0.00,2210.00,31470.00,4.02,72,492.64,7/29/2024,Lease Buyout,C. Fitzgerald,Current,0,0,West
NRAF-2024-107113,Jason Nelson,East Anthonyborough,IL,53469,(34) 794-7764,Self-Employed,38000.00,37.6,489,Deep Subprime,No,Twin Cities Ford,Minneapolis,MN,55401,2024,Chevrolet,Silverado 1500,Truck,New,46400.00,7000.00,0.00,3390.00,42790.00,24.67,48,1410.93,12/22/2024,New Vehicle Purchase,K. Osei,Current,0,0,Midwest
NRAF-2024-107114,Joseph Bennett,Nathanfurt,IL,65726,(451) 776-3049,Part-Time,135000.00,38,748,Prime,No,Bayou City Kia,Houston,TX,77001,2022,GMC,Sierra 1500,Truck,Used,23400.00,5480.00,0.00,1630.00,19550.00,5.96,84,285.22,5/8/2024,Lease Buyout,D. Nguyen,Current,0,0,South
NRAF-2024-107115,Michelle Moore,Colemanhaven,KY,62895,(233) 173-8364,Part-Time,41000.00,27.7,589,Subprime,No,Summit Motors,Salt Lake City,UT,84101,2024,Toyota,Camry,Sedan,New,30100.00,7580.00,0.00,2400.00,24920.00,13.72,72,509.77,3/3/2024,Lease Buyout,T. Whitfield,Current,0,0,West
NRAF-2024-107116,Lynn Fisher,Port Sherryborough,MS,15514,(530) 633-7731,Retired,32000.00,23.9,471,Deep Subprime,No,Golden Gate Honda,San Francisco,CA,94102,2024,Ram,1500,Truck,New,39900.00,4580.00,0.00,3480.00,38800.00,23.75,66,1058.19,8/1/2024,Refinance,E. Whitmore,Current,0,0,West
NRAF-2024-107117,Allison Williams,Cohenmouth,GA,12362,(813) 840-3836,Military,53000.00,23.4,508,Subprime,Yes,Sonoran Kia,Tucson,AZ,85701,2024,GMC,Sierra 1500,Truck,New,53600.00,7990.00,0.00,3440.00,49050.00,19.87,60,1295.98,9/7/2024,Lease Buyout,G. Sorensen,Current,0,0,West
NRAF-2024-107118,Gregory Thomas,Robbinsshire,AK,90034,(875) 777-7446,Retired,29000.00,8.7,541,Subprime,No,Carolina Blue Ford,Charlotte,NC,28201,2020,Kia,Forte,Sedan,Used,12200.00,1110.00,6100.00,900.00,5890.00,18.19,72,134.97,1/28/2024,Lease Buyout,D. Nguyen,Current,0,0,South
NRAF-2024-107119,Justin Powell,Alvarezchester,AL,27434,(995) 850-9115,Retired,60000.00,18.7,681,Prime,No,Big Sky Chevrolet,Billings,MT,59101,2024,Ram,1500,Truck,Used,34400.00,4290.00,0.00,2540.00,32650.00,6.93,75,537.63,7/23/2024,Refinance,M. Alvarez,Charged Off,0,1,West
NRAF-2024-107120,Frederick Ferguson,West Phyllisville,FM,22469,(34) 847-8800,Military,84000.00,15.3,615,Nonprime,No,Silver State Motors,Las Vegas,NV,89101,2024,Mercedes-Benz,C-Class,Sedan,New,50900.00,7460.00,6100.00,4020.00,41360.00,11.25,24,1932.50,7/22/2024,New Vehicle Purchase,D. Nguyen,Paid Off,0,0,West
NRAF-2024-107121,Lisa Glover,Contreraston,CO,27223,(267) 728-0720,Military,47000.00,12.8,316,Deep Subprime,No,Peach State Chevrolet,Atlanta,GA,30301,2020,Ford,Mustang,Coupe,Used,22000.00,0.00,0.00,1740.00,23740.00,23.96,72,624.42,7/1/2024,Used Vehicle Purchase,B. Larsen,Paid Off,0,0,South
NRAF-2024-107122,Kimberly York,East Jenniferfurt,NV,72836,(807) 978-4255,Self-Employed,27000.00,14.1,320,Deep Subprime,No,Gulf Coast Honda,Tampa,FL,33601,2024,Toyota,RAV4,SUV,New,32700.00,3840.00,0.00,2190.00,31050.00,23.09,72,800.38,5/8/2024,Lease Buyout,C. Fitzgerald,Paid Off,0,0,South
NRAF-2024-107123,Timothy Flores,Davidfurt,PA,26582,(478) 040-5724,Full-Time,43000.00,9.5,602,Nonprime,No,Redwood Ford,West Valley City,UT,84119,2024,Mazda,CX-5,SUV,New,30500.00,7310.00,0.00,2380.00,25570.00,12.81,48,683.57,11/4/2024,Refinance,M. Alvarez,Current,0,0,West
NRAF-2024-107124,Amy Johnson,Jenniferville,MS,31464,(453) 757-3942,Retired,80000.00,20.9,695,Prime,No,Gulf Coast Honda,Tampa,FL,33601,2024,Kia,Sportage,SUV,New,29100.00,3450.00,0.00,1900.00,27550.00,5.81,63,508.43,3/4/2024,New Vehicle Purchase,B. Larsen,Current,0,0,South
NRAF-2024-107125,Linda Brock,Hillside,PA,22497,(305) 398-1937,Part-Time,30000.00,31.2,520,Subprime,Yes,Mile High Subaru,Denver,CO,80201,2024,Toyota,RAV4,SUV,New,30100.00,5160.00,0.00,2340.00,27280.00,15.98,84,541.53,2/4/2024,Lease Buyout,M. Alvarez,Current,0,0,West
NRAF-2024-107126,Christopher Ward,Crosbybury,NC,86292,(147) 934-4236,Full-Time,47000.00,38.6,621,Nonprime,No,Cascade Ford,Portland,OR,97201,2018,Subaru,Forester,SUV,Used,20800.00,1200.00,0.00,1400.00,21000.00,13.67,72,429.02,9/15/2024,Used Vehicle Purchase,P. Okafor,Current,0,0,West
NRAF-2024-107127,Jillian Hancock,Port Gailport,UT,20119,(178) 961-4194,Self-Employed,43000.00,39.3,631,Nonprime,No,Twin Cities Ford,Minneapolis,MN,55401,2024,BMW,3 Series,Sedan,Used,30800.00,1270.00,3400.00,1920.00,28050.00,14.36,66,617.11,6/6/2024,Used Vehicle Purchase,J. Chen,Current,0,0,Midwest
NRAF-2024-107128,Patrick Walker,East Caitlinmouth,PA,43615,(707) 522-1850,Retired,58000.00,8.1,702,Prime,Yes,Peach State Chevrolet,Atlanta,GA,30301,2024,Toyota,Tacoma,Truck,New,36500.00,1360.00,0.00,3090.00,38230.00,9,84,615.09,4/27/2024,Lease Buyout,J. Chen,Current,0,0,South
NRAF-2024-107129,Monica Mann,Allisonbury,WA,46602,(273) 761-4998,Part-Time,96000.00,13.8,689,Prime,No,Pioneer Auto Sales,Logan,UT,84321,2023,Jeep,Wrangler,SUV,Used,22600.00,3240.00,0.00,2000.00,21360.00,9.39,48,535.51,7/20/2024,Used Vehicle Purchase,C. Fitzgerald,Paid Off,0,0,West
NRAF-2024-107130,Noah Hobbs,Angelaborough,TX,35742,(908) 839-0676,Part-Time,47000.00,15.4,645,Nonprime,Yes,Bluegrass Motors,Louisville,KY,40201,2022,Toyota,Corolla,Sedan,Used,14500.00,470.00,0.00,1240.00,15270.00,13.74,75,304.48,12/29/2024,Private Party Purchase,H. Blackwood,Current,0,0,South
NRAF-2024-107131,Monica Henson,Lake Andrewtown,VI,01850,(716) 102-0145,Self-Employed,53000.00,27.8,590,Subprime,No,Timpanogos Honda,Orem,UT,84057,2024,Chevrolet,Equinox,SUV,New,32800.00,4440.00,11800.00,2020.00,18580.00,14.75,48,514.74,9/26/2024,Lease Buyout,J. Chen,Current,0,0,West
NRAF-2024-107132,Crystal Sanders,Port Brent,NH,63277,#VALUE!,Part-Time,18000.00,44.9,525,Subprime,No,Front Range Ford,Colorado Springs,CO,80901,2024,Chevrolet,Equinox,SUV,New,31600.00,460.00,8800.00,2710.00,25050.00,18.77,48,745.96,7/10/2024,Refinance,N. Sandoval,Paid Off,0,0,West
NRAF-2024-107133,Rebecca Martin,Patriciaborough,AS,80409,(470) 590-8564,Military,50000.00,20.5,651,Nonprime,No,Sonoran Kia,Tucson,AZ,85701,2018,Ford,Mustang,Coupe,Used,21200.00,1380.00,6400.00,1400.00,14820.00,11.28,66,302.38,12/16/2024,Used Vehicle Purchase,N. Sandoval,Current,0,0,West
